LOCATION	INDICATOR	SUBJECT	MEASURE	FREQUENCY	TIME	Value	Flag Codes
USA	HOUSECOST	PRICEINCOME	IDX2015	Q	1998-Q2	103.0921665	
USA	HOUSECOST	PRICEINCOME	IDX2015	Q	1998-Q3	103.3760083	
USA	HOUSECOST	PRICEINCOME	IDX2015	Q	1998-Q4	104.2669853	
USA	HOUSECOST	PRICEINCOME	IDX2015	Q	1999-Q1	104.8794637	
USA	HOUSECOST	PRICEINCOME	IDX2015	Q	1999-Q2	105.9248881	
USA	HOUSECOST	PRICEINCOME	IDX2015	Q	1999-Q3	106.584161	
USA	HOUSECOST	PRICEINCOME	IDX2015	Q	1999-Q4	106.2636978	
USA	HOUSECOST	PRICEINCOME	IDX2015	Q	2000-Q1	105.5171838	
USA	HOUSECOST	PRICEINCOME	IDX2015	Q	2000-Q2	105.9235123	
USA	HOUSECOST	PRICEINCOME	IDX2015	Q	2000-Q3	105.9968063	
USA	HOUSECOST	PRICEINCOME	IDX2015	Q	2000-Q4	107.1351765	
USA	HOUSECOST	PRICEINCOME	IDX2015	Q	2001-Q1	107.6784594	
USA	HOUSECOST	PRICEINCOME	IDX2015	Q	2001-Q2	109.3588859	
USA	HOUSECOST	PRICEINCOME	IDX2015	Q	2001-Q3	108.7354556	
USA	HOUSECOST	PRICEINCOME	IDX2015	Q	2001-Q4	112.0547608	
USA	HOUSECOST	PRICEINCOME	IDX2015	Q	2002-Q1	111.4778159	
USA	HOUSECOST	PRICEINCOME	IDX2015	Q	2002-Q2	112.1766883	
USA	HOUSECOST	PRICEINCOME	IDX2015	Q	2002-Q3	114.1392592	
USA	HOUSECOST	PRICEINCOME	IDX2015	Q	2002-Q4	115.4704684	
USA	HOUSECOST	PRICEINCOME	IDX2015	Q	2003-Q1	116.6968335	
USA	HOUSECOST	PRICEINCOME	IDX2015	Q	2003-Q2	117.3878803	
USA	HOUSECOST	PRICEINCOME	IDX2015	Q	2003-Q3	117.2580668	
USA	HOUSECOST	PRICEINCOME	IDX2015	Q	2003-Q4	119.3244459	
USA	HOUSECOST	PRICEINCOME	IDX2015	Q	2004-Q1	120.6930212	
USA	HOUSECOST	PRICEINCOME	IDX2015	Q	2004-Q2	121.7734814	
USA	HOUSECOST	PRICEINCOME	IDX2015	Q	2004-Q3	123.7634557	
USA	HOUSECOST	PRICEINCOME	IDX2015	Q	2004-Q4	124.4736729	
USA	HOUSECOST	PRICEINCOME	IDX2015	Q	2005-Q1	128.6544574	
USA	HOUSECOST	PRICEINCOME	IDX2015	Q	2005-Q2	130.324753	
USA	HOUSECOST	PRICEINCOME	IDX2015	Q	2005-Q3	132.2402745	
USA	HOUSECOST	PRICEINCOME	IDX2015	Q	2005-Q4	132.6142163	
USA	HOUSECOST	PRICEINCOME	IDX2015	Q	2006-Q1	131.6518409	
USA	HOUSECOST	PRICEINCOME	IDX2015	Q	2006-Q2	131.5368531	
USA	HOUSECOST	PRICEINCOME	IDX2015	Q	2006-Q3	130.8030272	
USA	HOUSECOST	PRICEINCOME	IDX2015	Q	2006-Q4	130.2634737	
USA	HOUSECOST	PRICEINCOME	IDX2015	Q	2007-Q1	129.0462428	
USA	HOUSECOST	PRICEINCOME	IDX2015	Q	2007-Q2	127.6863606	
USA	HOUSECOST	PRICEINCOME	IDX2015	Q	2007-Q3	125.5653661	
USA	HOUSECOST	PRICEINCOME	IDX2015	Q	2007-Q4	122.3214637	
USA	HOUSECOST	PRICEINCOME	IDX2015	Q	2008-Q1	118.4239349	
USA	HOUSECOST	PRICEINCOME	IDX2015	Q	2008-Q2	112.1552672	
USA	HOUSECOST	PRICEINCOME	IDX2015	Q	2008-Q3	110.7950613	
USA	HOUSECOST	PRICEINCOME	IDX2015	Q	2008-Q4	108.4792342	
USA	HOUSECOST	PRICEINCOME	IDX2015	Q	2009-Q1	109.2641127	
USA	HOUSECOST	PRICEINCOME	IDX2015	Q	2009-Q2	106.2955895	
USA	HOUSECOST	PRICEINCOME	IDX2015	Q	2009-Q3	106.4954405	
USA	HOUSECOST	PRICEINCOME	IDX2015	Q	2009-Q4	105.8406455	
USA	HOUSECOST	PRICEINCOME	IDX2015	Q	2010-Q1	104.1314133	
USA	HOUSECOST	PRICEINCOME	IDX2015	Q	2010-Q2	102.0469647	
USA	HOUSECOST	PRICEINCOME	IDX2015	Q	2010-Q3	99.67882191	
USA	HOUSECOST	PRICEINCOME	IDX2015	Q	2010-Q4	97.72178416	
USA	HOUSECOST	PRICEINCOME	IDX2015	Q	2011-Q1	93.9574492	
USA	HOUSECOST	PRICEINCOME	IDX2015	Q	2011-Q2	92.63927775	
USA	HOUSECOST	PRICEINCOME	IDX2015	Q	2011-Q3	92.30295824	
USA	HOUSECOST	PRICEINCOME	IDX2015	Q	2011-Q4	92.02751631	
USA	HOUSECOST	PRICEINCOME	IDX2015	Q	2012-Q1	90.29199697	
USA	HOUSECOST	PRICEINCOME	IDX2015	Q	2012-Q2	90.87940408	
USA	HOUSECOST	PRICEINCOME	IDX2015	Q	2012-Q3	92.58035459	
USA	HOUSECOST	PRICEINCOME	IDX2015	Q	2012-Q4	91.08813463	
USA	HOUSECOST	PRICEINCOME	IDX2015	Q	2013-Q1	96.66636688	
USA	HOUSECOST	PRICEINCOME	IDX2015	Q	2013-Q2	98.03206815	
USA	HOUSECOST	PRICEINCOME	IDX2015	Q	2013-Q3	98.94484424	
USA	HOUSECOST	PRICEINCOME	IDX2015	Q	2013-Q4	99.33175151	
USA	HOUSECOST	PRICEINCOME	IDX2015	Q	2014-Q1	98.91513091	
USA	HOUSECOST	PRICEINCOME	IDX2015	Q	2014-Q2	98.20089221	
USA	HOUSECOST	PRICEINCOME	IDX2015	Q	2014-Q3	98.08393494	
USA	HOUSECOST	PRICEINCOME	IDX2015	Q	2014-Q4	98.39450872	
USA	HOUSECOST	PRICEINCOME	IDX2015	Q	2015-Q1	99.23652243	
USA	HOUSECOST	PRICEINCOME	IDX2015	Q	2015-Q2	99.47119843	
USA	HOUSECOST	PRICEINCOME	IDX2015	Q	2015-Q3	99.9403784	
USA	HOUSECOST	PRICEINCOME	IDX2015	Q	2015-Q4	101.3519008	
USA	HOUSECOST	PRICEINCOME	IDX2015	Q	2016-Q1	102.2060669	
USA	HOUSECOST	PRICEINCOME	IDX2015	Q	2016-Q2	103.2725671	
USA	HOUSECOST	PRICEINCOME	IDX2015	Q	2016-Q3	104.1584594	
USA	HOUSECOST	PRICEINCOME	IDX2015	Q	2016-Q4	104.9472947	
USA	HOUSECOST	PRICEINCOME	IDX2015	Q	2017-Q1	104.6615434	
USA	HOUSECOST	PRICEINCOME	IDX2015	Q	2017-Q2	105.7300295	
USA	HOUSECOST	PRICEINCOME	IDX2015	Q	2017-Q3	106.5725928	
USA	HOUSECOST	PRICEINCOME	IDX2015	Q	2017-Q4	106.811496	
USA	HOUSECOST	PRICEINCOME	IDX2015	Q	2018-Q1	106.4961333	
USA	HOUSECOST	PRICEINCOME	IDX2015	Q	2018-Q2	106.7612488	
USA	HOUSECOST	PRICEINCOME	IDX2015	Q	2018-Q3	107.0675101	
USA	HOUSECOST	PRICEINCOME	IDX2015	Q	2018-Q4	107.5141329	
USA	HOUSECOST	PRICEINCOME	IDX2015	Q	2019-Q1	107.7318673	
USA	HOUSECOST	PRICEINCOME	IDX2015	Q	2019-Q2	108.1062529	
USA	HOUSECOST	PRICEINCOME	IDX2015	Q	2019-Q3	108.5854391	
USA	HOUSECOST	PRICEINCOME	IDX2015	Q	2019-Q4	109.2467095	
USA	HOUSECOST	PRICEINCOME	IDX2015	Q	2020-Q1	110.6229032	
USA	HOUSECOST	PRICERENT	IDX2015	Q	1970-Q1	92.85256084	
USA	HOUSECOST	PRICERENT	IDX2015	Q	1970-Q2	91.24300303	
USA	HOUSECOST	PRICERENT	IDX2015	Q	1970-Q3	91.31644813	
USA	HOUSECOST	PRICERENT	IDX2015	Q	1970-Q4	91.30937551	
USA	HOUSECOST	PRICERENT	IDX2015	Q	1971-Q1	92.89764382	
USA	HOUSECOST	PRICERENT	IDX2015	Q	1971-Q2	95.44819595	
USA	HOUSECOST	PRICERENT	IDX2015	Q	1971-Q3	95.16217043	
USA	HOUSECOST	PRICERENT	IDX2015	Q	1971-Q4	96.74037037	
USA	HOUSECOST	PRICERENT	IDX2015	Q	1972-Q1	95.21671654	
USA	HOUSECOST	PRICERENT	IDX2015	Q	1972-Q2	97.01633346	
USA	HOUSECOST	PRICERENT	IDX2015	Q	1972-Q3	97.9968402	
USA	HOUSECOST	PRICERENT	IDX2015	Q	1972-Q4	99.90628477	
USA	HOUSECOST	PRICERENT	IDX2015	Q	1973-Q1	102.8265875	
USA	HOUSECOST	PRICERENT	IDX2015	Q	1973-Q2	104.1912834	
USA	HOUSECOST	PRICERENT	IDX2015	Q	1973-Q3	105.5017349	
USA	HOUSECOST	PRICERENT	IDX2015	Q	1973-Q4	104.8487614	
USA	HOUSECOST	PRICERENT	IDX2015	Q	1974-Q1	104.5908106	
USA	HOUSECOST	PRICERENT	IDX2015	Q	1974-Q2	104.3376883	
USA	HOUSECOST	PRICERENT	IDX2015	Q	1974-Q3	104.2274479	
USA	HOUSECOST	PRICERENT	IDX2015	Q	1974-Q4	101.936765	
USA	HOUSECOST	PRICERENT	IDX2015	Q	1975-Q1	101.3609345	
USA	HOUSECOST	PRICERENT	IDX2015	Q	1975-Q2	101.0123261	
USA	HOUSECOST	PRICERENT	IDX2015	Q	1975-Q3	99.43770187	
USA	HOUSECOST	PRICERENT	IDX2015	Q	1975-Q4	99.56057037	
USA	HOUSECOST	PRICERENT	IDX2015	Q	1976-Q1	99.46997823	
USA	HOUSECOST	PRICERENT	IDX2015	Q	1976-Q2	101.3113766	
USA	HOUSECOST	PRICERENT	IDX2015	Q	1976-Q3	100.9372711	
USA	HOUSECOST	PRICERENT	IDX2015	Q	1976-Q4	102.1232281	
USA	HOUSECOST	PRICERENT	IDX2015	Q	1977-Q1	102.8983282	
USA	HOUSECOST	PRICERENT	IDX2015	Q	1977-Q2	104.2973983	
USA	HOUSECOST	PRICERENT	IDX2015	Q	1977-Q3	105.2107031	
USA	HOUSECOST	PRICERENT	IDX2015	Q	1977-Q4	106.9617108	
USA	HOUSECOST	PRICERENT	IDX2015	Q	1978-Q1	107.4506155	
USA	HOUSECOST	PRICERENT	IDX2015	Q	1978-Q2	107.9117664	
USA	HOUSECOST	PRICERENT	IDX2015	Q	1978-Q3	108.1699406	
USA	HOUSECOST	PRICERENT	IDX2015	Q	1978-Q4	108.3834973	
USA	HOUSECOST	PRICERENT	IDX2015	Q	1979-Q1	109.9077995	
USA	HOUSECOST	PRICERENT	IDX2015	Q	1979-Q2	108.77965	
USA	HOUSECOST	PRICERENT	IDX2015	Q	1979-Q3	106.9186421	
USA	HOUSECOST	PRICERENT	IDX2015	Q	1979-Q4	104.3393395	
USA	HOUSECOST	PRICERENT	IDX2015	Q	1980-Q1	101.2661037	
USA	HOUSECOST	PRICERENT	IDX2015	Q	1980-Q2	97.04451015	
USA	HOUSECOST	PRICERENT	IDX2015	Q	1980-Q3	99.70103226	
USA	HOUSECOST	PRICERENT	IDX2015	Q	1980-Q4	96.70965633	
USA	HOUSECOST	PRICERENT	IDX2015	Q	1981-Q1	95.31151146	
USA	HOUSECOST	PRICERENT	IDX2015	Q	1981-Q2	94.50232812	
USA	HOUSECOST	PRICERENT	IDX2015	Q	1981-Q3	91.80495794	
USA	HOUSECOST	PRICERENT	IDX2015	Q	1981-Q4	90.93120708	
USA	HOUSECOST	PRICERENT	IDX2015	Q	1982-Q1	91.51707399	
USA	HOUSECOST	PRICERENT	IDX2015	Q	1982-Q2	89.53399088	
USA	HOUSECOST	PRICERENT	IDX2015	Q	1982-Q3	87.58287843	
USA	HOUSECOST	PRICERENT	IDX2015	Q	1982-Q4	89.54123299	
USA	HOUSECOST	PRICERENT	IDX2015	Q	1983-Q1	89.86196902	
USA	HOUSECOST	PRICERENT	IDX2015	Q	1983-Q2	89.85148112	
USA	HOUSECOST	PRICERENT	IDX2015	Q	1983-Q3	89.76508139	
USA	HOUSECOST	PRICERENT	IDX2015	Q	1983-Q4	89.32719849	
USA	HOUSECOST	PRICERENT	IDX2015	Q	1984-Q1	89.37837729	
USA	HOUSECOST	PRICERENT	IDX2015	Q	1984-Q2	89.57023032	
USA	HOUSECOST	PRICERENT	IDX2015	Q	1984-Q3	89.36175515	
USA	HOUSECOST	PRICERENT	IDX2015	Q	1984-Q4	89.48311676	
USA	HOUSECOST	PRICERENT	IDX2015	Q	1985-Q1	89.38401521	
USA	HOUSECOST	PRICERENT	IDX2015	Q	1985-Q2	89.41127973	
USA	HOUSECOST	PRICERENT	IDX2015	Q	1985-Q3	89.79157465	
USA	HOUSECOST	PRICERENT	IDX2015	Q	1985-Q4	90.02198076	
USA	HOUSECOST	PRICERENT	IDX2015	Q	1986-Q1	90.37676239	
USA	HOUSECOST	PRICERENT	IDX2015	Q	1986-Q2	90.96254595	
USA	HOUSECOST	PRICERENT	IDX2015	Q	1986-Q3	91.87401428	
USA	HOUSECOST	PRICERENT	IDX2015	Q	1986-Q4	92.79742867	
USA	HOUSECOST	PRICERENT	IDX2015	Q	1987-Q1	93.57882958	
USA	HOUSECOST	PRICERENT	IDX2015	Q	1987-Q2	94.18896497	
USA	HOUSECOST	PRICERENT	IDX2015	Q	1987-Q3	94.68915329	
USA	HOUSECOST	PRICERENT	IDX2015	Q	1987-Q4	94.59375553	
USA	HOUSECOST	PRICERENT	IDX2015	Q	1988-Q1	94.86940579	
USA	HOUSECOST	PRICERENT	IDX2015	Q	1988-Q2	95.92235079	
USA	HOUSECOST	PRICERENT	IDX2015	Q	1988-Q3	95.74376765	
USA	HOUSECOST	PRICERENT	IDX2015	Q	1988-Q4	96.02933075	
USA	HOUSECOST	PRICERENT	IDX2015	Q	1989-Q1	96.1989336	
USA	HOUSECOST	PRICERENT	IDX2015	Q	1989-Q2	96.31549668	
USA	HOUSECOST	PRICERENT	IDX2015	Q	1989-Q3	97.14267692	
USA	HOUSECOST	PRICERENT	IDX2015	Q	1989-Q4	97.09230317	
USA	HOUSECOST	PRICERENT	IDX2015	Q	1990-Q1	96.28001166	
USA	HOUSECOST	PRICERENT	IDX2015	Q	1990-Q2	94.84983014	
USA	HOUSECOST	PRICERENT	IDX2015	Q	1990-Q3	93.09410292	
USA	HOUSECOST	PRICERENT	IDX2015	Q	1990-Q4	92.12900832	
USA	HOUSECOST	PRICERENT	IDX2015	Q	1991-Q1	91.6462251	
USA	HOUSECOST	PRICERENT	IDX2015	Q	1991-Q2	90.96208074	
USA	HOUSECOST	PRICERENT	IDX2015	Q	1991-Q3	90.33547547	
USA	HOUSECOST	PRICERENT	IDX2015	Q	1991-Q4	90.28572007	
USA	HOUSECOST	PRICERENT	IDX2015	Q	1992-Q1	90.5140039	
USA	HOUSECOST	PRICERENT	IDX2015	Q	1992-Q2	89.76521592	
USA	HOUSECOST	PRICERENT	IDX2015	Q	1992-Q3	89.89000812	
USA	HOUSECOST	PRICERENT	IDX2015	Q	1992-Q4	89.93394638	
USA	HOUSECOST	PRICERENT	IDX2015	Q	1993-Q1	89.27167643	
USA	HOUSECOST	PRICERENT	IDX2015	Q	1993-Q2	89.42258426	
USA	HOUSECOST	PRICERENT	IDX2015	Q	1993-Q3	89.53917397	
USA	HOUSECOST	PRICERENT	IDX2015	Q	1993-Q4	89.79688518	
USA	HOUSECOST	PRICERENT	IDX2015	Q	1994-Q1	89.75608761	
USA	HOUSECOST	PRICERENT	IDX2015	Q	1994-Q2	89.89491026	
USA	HOUSECOST	PRICERENT	IDX2015	Q	1994-Q3	89.76036491	
USA	HOUSECOST	PRICERENT	IDX2015	Q	1994-Q4	89.49339654	
USA	HOUSECOST	PRICERENT	IDX2015	Q	1995-Q1	89.46675418	
USA	HOUSECOST	PRICERENT	IDX2015	Q	1995-Q2	89.11105459	
USA	HOUSECOST	PRICERENT	IDX2015	Q	1995-Q3	89.22484745	
USA	HOUSECOST	PRICERENT	IDX2015	Q	1995-Q4	88.98908396	
USA	HOUSECOST	PRICERENT	IDX2015	Q	1996-Q1	89.04855079	
USA	HOUSECOST	PRICERENT	IDX2015	Q	1996-Q2	89.01917942	
USA	HOUSECOST	PRICERENT	IDX2015	Q	1996-Q3	88.88465939	
USA	HOUSECOST	PRICERENT	IDX2015	Q	1996-Q4	88.80481076	
USA	HOUSECOST	PRICERENT	IDX2015	Q	1997-Q1	88.66770528	
USA	HOUSECOST	PRICERENT	IDX2015	Q	1997-Q2	88.75420646	
USA	HOUSECOST	PRICERENT	IDX2015	Q	1997-Q3	88.73612071	
USA	HOUSECOST	PRICERENT	IDX2015	Q	1997-Q4	88.9055079	
USA	HOUSECOST	PRICERENT	IDX2015	Q	1998-Q1	89.30469385	
USA	HOUSECOST	PRICERENT	IDX2015	Q	1998-Q2	89.78037178	
USA	HOUSECOST	PRICERENT	IDX2015	Q	1998-Q3	90.21505213	
USA	HOUSECOST	PRICERENT	IDX2015	Q	1998-Q4	90.81683166	
USA	HOUSECOST	PRICERENT	IDX2015	Q	1999-Q1	91.77723308	
USA	HOUSECOST	PRICERENT	IDX2015	Q	1999-Q2	92.43876442	
USA	HOUSECOST	PRICERENT	IDX2015	Q	1999-Q3	93.27360417	
USA	HOUSECOST	PRICERENT	IDX2015	Q	1999-Q4	94.0307678	
USA	HOUSECOST	PRICERENT	IDX2015	Q	2000-Q1	94.807283	
USA	HOUSECOST	PRICERENT	IDX2015	Q	2000-Q2	95.63105739	
USA	HOUSECOST	PRICERENT	IDX2015	Q	2000-Q3	96.32642989	
USA	HOUSECOST	PRICERENT	IDX2015	Q	2000-Q4	97.14357817	
USA	HOUSECOST	PRICERENT	IDX2015	Q	2001-Q1	98.12518296	
USA	HOUSECOST	PRICERENT	IDX2015	Q	2001-Q2	98.64242779	
USA	HOUSECOST	PRICERENT	IDX2015	Q	2001-Q3	99.16248555	
USA	HOUSECOST	PRICERENT	IDX2015	Q	2001-Q4	99.72370196	
USA	HOUSECOST	PRICERENT	IDX2015	Q	2002-Q1	100.3233173	
USA	HOUSECOST	PRICERENT	IDX2015	Q	2002-Q2	101.3302468	
USA	HOUSECOST	PRICERENT	IDX2015	Q	2002-Q3	102.5732265	
USA	HOUSECOST	PRICERENT	IDX2015	Q	2002-Q4	103.9148761	
USA	HOUSECOST	PRICERENT	IDX2015	Q	2003-Q1	105.2280116	
USA	HOUSECOST	PRICERENT	IDX2015	Q	2003-Q2	106.5066213	
USA	HOUSECOST	PRICERENT	IDX2015	Q	2003-Q3	107.9131958	
USA	HOUSECOST	PRICERENT	IDX2015	Q	2003-Q4	109.6020343	
USA	HOUSECOST	PRICERENT	IDX2015	Q	2004-Q1	111.4069519	
USA	HOUSECOST	PRICERENT	IDX2015	Q	2004-Q2	113.1364611	
USA	HOUSECOST	PRICERENT	IDX2015	Q	2004-Q3	115.269248	
USA	HOUSECOST	PRICERENT	IDX2015	Q	2004-Q4	117.525958	
USA	HOUSECOST	PRICERENT	IDX2015	Q	2005-Q1	119.5451771	
USA	HOUSECOST	PRICERENT	IDX2015	Q	2005-Q2	122.038148	
USA	HOUSECOST	PRICERENT	IDX2015	Q	2005-Q3	124.6488372	
USA	HOUSECOST	PRICERENT	IDX2015	Q	2005-Q4	126.3622257	
USA	HOUSECOST	PRICERENT	IDX2015	Q	2006-Q1	127.1493914	
USA	HOUSECOST	PRICERENT	IDX2015	Q	2006-Q2	126.6055259	
USA	HOUSECOST	PRICERENT	IDX2015	Q	2006-Q3	125.429629	
USA	HOUSECOST	PRICERENT	IDX2015	Q	2006-Q4	124.8331709	
USA	HOUSECOST	PRICERENT	IDX2015	Q	2007-Q1	124.5001146	
USA	HOUSECOST	PRICERENT	IDX2015	Q	2007-Q2	123.1730643	
USA	HOUSECOST	PRICERENT	IDX2015	Q	2007-Q3	120.6500331	
USA	HOUSECOST	PRICERENT	IDX2015	Q	2007-Q4	117.7707365	
USA	HOUSECOST	PRICERENT	IDX2015	Q	2008-Q1	114.2224488	
USA	HOUSECOST	PRICERENT	IDX2015	Q	2008-Q2	110.4971309	
USA	HOUSECOST	PRICERENT	IDX2015	Q	2008-Q3	107.0375439	
USA	HOUSECOST	PRICERENT	IDX2015	Q	2008-Q4	103.6822093	
USA	HOUSECOST	PRICERENT	IDX2015	Q	2009-Q1	102.8573212	
USA	HOUSECOST	PRICERENT	IDX2015	Q	2009-Q2	101.0011028	
USA	HOUSECOST	PRICERENT	IDX2015	Q	2009-Q3	100.4630268	
USA	HOUSECOST	PRICERENT	IDX2015	Q	2009-Q4	100.7539543	
USA	HOUSECOST	PRICERENT	IDX2015	Q	2010-Q1	100.0511991	
USA	HOUSECOST	PRICERENT	IDX2015	Q	2010-Q2	99.57566661	
USA	HOUSECOST	PRICERENT	IDX2015	Q	2010-Q3	97.79265922	
USA	HOUSECOST	PRICERENT	IDX2015	Q	2010-Q4	96.34038578	
USA	HOUSECOST	PRICERENT	IDX2015	Q	2011-Q1	93.83084453	
USA	HOUSECOST	PRICERENT	IDX2015	Q	2011-Q2	92.71789531	
USA	HOUSECOST	PRICERENT	IDX2015	Q	2011-Q3	92.45476105	
USA	HOUSECOST	PRICERENT	IDX2015	Q	2011-Q4	91.8168927	
USA	HOUSECOST	PRICERENT	IDX2015	Q	2012-Q1	91.71272874	
USA	HOUSECOST	PRICERENT	IDX2015	Q	2012-Q2	92.64713383	
USA	HOUSECOST	PRICERENT	IDX2015	Q	2012-Q3	93.20691123	
USA	HOUSECOST	PRICERENT	IDX2015	Q	2012-Q4	93.84906384	
USA	HOUSECOST	PRICERENT	IDX2015	Q	2013-Q1	95.15217433	
USA	HOUSECOST	PRICERENT	IDX2015	Q	2013-Q2	96.46298422	
USA	HOUSECOST	PRICERENT	IDX2015	Q	2013-Q3	97.30792236	
USA	HOUSECOST	PRICERENT	IDX2015	Q	2013-Q4	97.63184493	
USA	HOUSECOST	PRICERENT	IDX2015	Q	2014-Q1	98.09948609	
USA	HOUSECOST	PRICERENT	IDX2015	Q	2014-Q2	98.13709671	
USA	HOUSECOST	PRICERENT	IDX2015	Q	2014-Q3	98.40787513	
USA	HOUSECOST	PRICERENT	IDX2015	Q	2014-Q4	98.88836101	
USA	HOUSECOST	PRICERENT	IDX2015	Q	2015-Q1	99.37140594	
USA	HOUSECOST	PRICERENT	IDX2015	Q	2015-Q2	99.79770303	
USA	HOUSECOST	PRICERENT	IDX2015	Q	2015-Q3	100.1372892	
USA	HOUSECOST	PRICERENT	IDX2015	Q	2015-Q4	100.6936018	
USA	HOUSECOST	PRICERENT	IDX2015	Q	2016-Q1	101.1771262	
USA	HOUSECOST	PRICERENT	IDX2015	Q	2016-Q2	101.5733168	
USA	HOUSECOST	PRICERENT	IDX2015	Q	2016-Q3	102.2022972	
USA	HOUSECOST	PRICERENT	IDX2015	Q	2016-Q4	102.8156252	
USA	HOUSECOST	PRICERENT	IDX2015	Q	2017-Q1	103.1909544	
USA	HOUSECOST	PRICERENT	IDX2015	Q	2017-Q2	104.0769093	
USA	HOUSECOST	PRICERENT	IDX2015	Q	2017-Q3	104.8470901	
USA	HOUSECOST	PRICERENT	IDX2015	Q	2017-Q4	105.6013819	
USA	HOUSECOST	PRICERENT	IDX2015	Q	2018-Q1	106.6060514	
USA	HOUSECOST	PRICERENT	IDX2015	Q	2018-Q2	107.069841	
USA	HOUSECOST	PRICERENT	IDX2015	Q	2018-Q3	107.5578582	
USA	HOUSECOST	PRICERENT	IDX2015	Q	2018-Q4	108.0214809	
USA	HOUSECOST	PRICERENT	IDX2015	Q	2019-Q1	108.4463746	
USA	HOUSECOST	PRICERENT	IDX2015	Q	2019-Q2	108.5685187	
USA	HOUSECOST	PRICERENT	IDX2015	Q	2019-Q3	108.9761064	
USA	HOUSECOST	PRICERENT	IDX2015	Q	2019-Q4	109.6932591	
USA	HOUSECOST	PRICERENT	IDX2015	Q	2020-Q1	110.5263631	
USA	HOUSECOST	REAL	IDX2015	Q	1970-Q1	54.95359131	
USA	HOUSECOST	REAL	IDX2015	Q	1970-Q2	54.75542982	
USA	HOUSECOST	REAL	IDX2015	Q	1970-Q3	55.24690085	
USA	HOUSECOST	REAL	IDX2015	Q	1970-Q4	55.49735411	
USA	HOUSECOST	REAL	IDX2015	Q	1971-Q1	56.03662439	
USA	HOUSECOST	REAL	IDX2015	Q	1971-Q2	56.92758516	
USA	HOUSECOST	REAL	IDX2015	Q	1971-Q3	57.12763757	
USA	HOUSECOST	REAL	IDX2015	Q	1971-Q4	58.44247474	
USA	HOUSECOST	REAL	IDX2015	Q	1972-Q1	57.57879345	
USA	HOUSECOST	REAL	IDX2015	Q	1972-Q2	58.84049839	
USA	HOUSECOST	REAL	IDX2015	Q	1972-Q3	59.68350877	
USA	HOUSECOST	REAL	IDX2015	Q	1972-Q4	60.76591857	
USA	HOUSECOST	REAL	IDX2015	Q	1973-Q1	62.26530368	
USA	HOUSECOST	REAL	IDX2015	Q	1973-Q2	62.47338572	
USA	HOUSECOST	REAL	IDX2015	Q	1973-Q3	63.16438256	
USA	HOUSECOST	REAL	IDX2015	Q	1973-Q4	63.48404554	
USA	HOUSECOST	REAL	IDX2015	Q	1974-Q1	62.76996993	
USA	HOUSECOST	REAL	IDX2015	Q	1974-Q2	62.08234639	
USA	HOUSECOST	REAL	IDX2015	Q	1974-Q3	62.33210385	
USA	HOUSECOST	REAL	IDX2015	Q	1974-Q4	61.397826	
USA	HOUSECOST	REAL	IDX2015	Q	1975-Q1	61.52442538	
USA	HOUSECOST	REAL	IDX2015	Q	1975-Q2	61.55059924	
USA	HOUSECOST	REAL	IDX2015	Q	1975-Q3	60.29922054	
USA	HOUSECOST	REAL	IDX2015	Q	1975-Q4	60.4659725	
USA	HOUSECOST	REAL	IDX2015	Q	1976-Q1	60.50603124	
USA	HOUSECOST	REAL	IDX2015	Q	1976-Q2	61.51475178	
USA	HOUSECOST	REAL	IDX2015	Q	1976-Q3	61.5144789	
USA	HOUSECOST	REAL	IDX2015	Q	1976-Q4	61.81906267	
USA	HOUSECOST	REAL	IDX2015	Q	1977-Q1	62.15892643	
USA	HOUSECOST	REAL	IDX2015	Q	1977-Q2	63.26486342	
USA	HOUSECOST	REAL	IDX2015	Q	1977-Q3	64.2628325	
USA	HOUSECOST	REAL	IDX2015	Q	1977-Q4	65.65487831	
USA	HOUSECOST	REAL	IDX2015	Q	1978-Q1	66.34505941	
USA	HOUSECOST	REAL	IDX2015	Q	1978-Q2	67.01983965	
USA	HOUSECOST	REAL	IDX2015	Q	1978-Q3	68.20590239	
USA	HOUSECOST	REAL	IDX2015	Q	1978-Q4	69.07569542	
USA	HOUSECOST	REAL	IDX2015	Q	1979-Q1	70.48959371	
USA	HOUSECOST	REAL	IDX2015	Q	1979-Q2	70.35346605	
USA	HOUSECOST	REAL	IDX2015	Q	1979-Q3	70.42172999	
USA	HOUSECOST	REAL	IDX2015	Q	1979-Q4	70.3528208	
USA	HOUSECOST	REAL	IDX2015	Q	1980-Q1	69.41783195	
USA	HOUSECOST	REAL	IDX2015	Q	1980-Q2	68.11255587	
USA	HOUSECOST	REAL	IDX2015	Q	1980-Q3	69.1106072	
USA	HOUSECOST	REAL	IDX2015	Q	1980-Q4	67.87636519	
USA	HOUSECOST	REAL	IDX2015	Q	1981-Q1	66.58885187	
USA	HOUSECOST	REAL	IDX2015	Q	1981-Q2	66.56138971	
USA	HOUSECOST	REAL	IDX2015	Q	1981-Q3	66.51047718	
USA	HOUSECOST	REAL	IDX2015	Q	1981-Q4	65.86576427	
USA	HOUSECOST	REAL	IDX2015	Q	1982-Q1	65.74038232	
USA	HOUSECOST	REAL	IDX2015	Q	1982-Q2	65.23465104	
USA	HOUSECOST	REAL	IDX2015	Q	1982-Q3	64.05758233	
